"ID","案例类型","论文名称","论文作者","论文链接","论文年份","来源标签
（会议期刊）","github链接","状态"
"363","💡 未复现","KGMEL: Knowledge Graph-Enhanced Multimodal Entity Linking","","","2025","SIGIR","https://github.com/juyeonnn/KGMEL.",""
"364","💡 未复现","Multi-level Matching Network for Multimodal Entity Linking","","","2025","KDD","https://github.com/zhiweihu1103/MEL-M3EL",""
"365","💡 未复现","Cross-modality image synthesis from TOF-MRA to CTA using diffusion-based models","","","2025","MIA","https://github.com/alexander-koch/xmodality?tab=readme-ov-file",""
"366","💡 未复现","vesselFM: A Foundation Model for Universal 3D Blood Vessel Segmentation","","","2025","CVPR","https://github.com/bwittmann/vesselFM",""
"367","💡 未复现","Topology-Aware Uncertainty for lmage Segmentation","","","2023","NIPS","https://github.com/Saumya-Gupta-26/struct-uncertainty",""
"368","💡 未复现","SCSegamba: Lightweight Structure-Aware Vision Mamba for Crack Segmentation in Structures","","","2025","CVPR","https://github.com/Karl1109/SCSegamba",""
"369","💡 未复现","Hybrid-Segmentor: Hybrid approach for automated fine-grained crack segmentation in civil infrastructure","","","2025","Automation in Construction","https://github.com/junegoo94/Hybrid-Segmentor",""
"370","💡 未复现","Enriching linformation and Preserving Semantic Consistency in Expanding Curvlinear Object Segmentation Datasets","","","2024","ECCV","https://github.com/tanlei0/COSTG",""
"371","💡 未复现","Cooperative Classification and Rationalization for Graph Generalization","","","2024","WWW","https://github.com/yuelinan/Codes-of-C2R",""
"372","💡 未复现","VATr++: Choose Your Words Wisely for Handwritten Text Generation","","","2024","TPAMI","github.com/EDM-Research/VATr-pp",""
"373","💡 未复现","Denoising Diffusion Probabilistic Models","","","2020","other","https://github.com/hojonathanho/diffusion，",""
"374","💡 未复现","Long-Tail Learning with Foundation Model: Heavy Fine-Tuning Hurts","","","2024","ICML","https://github.com/shijxcs/LIFT",""
"375","💡 未复现","Identity-Preserving Text-to-Video Generation by Frequency Decomposition","","","2025","CVPR","https://github.com/PKU-YuanGroup/ConsisID",""
"376","💡 未复现","Open-YOLO 3D: Towards Fast and Accurate Open-Vocabulary 3D Instance Segmentation","","https://arxiv.org/pdf/2406.02548","2025","ICLR ","https://github.com/aminebdj/OpenYOLO3D","oral"
